Attaching to kafka-server_zookeeper_1, kafka
[33mzookeeper_1  |[0m [38;5;6mzookeeper [38;5;5m14:47:36.82 [0m
[36mkafka        |[0m [2021-09-12 14:47:41,614] INFO [ProducerStateManager partition=__consumer_offsets-39] Writing producer snapshot at offset 7 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,620] INFO [Log partition=__consumer_offsets-39, dir=/bitnami/kafka/data] Loading producer state till offset 7 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,620] INFO [ProducerStateManager partition=__consumer_offsets-39] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-39/00000000000000000007.snapshot,7)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,624] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-39, topic=__consumer_offsets, partition=39, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=7) with 2 segments in 26ms (13/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,629] INFO [Log partition=__consumer_offsets-17, dir=/bitnami/kafka/data] Recovering unflushed segment 49 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,629] INFO [Log partition=__consumer_offsets-17, dir=/bitnami/kafka/data] Loading producer state till offset 49 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,630] INFO [ProducerStateManager partition=__consumer_offsets-17] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-17/00000000000000000049.snapshot,49)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,639] INFO [ProducerStateManager partition=__consumer_offsets-17] Writing producer snapshot at offset 51 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,645] INFO [Log partition=__consumer_offsets-17, dir=/bitnami/kafka/data] Loading producer state till offset 51 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,645] INFO [ProducerStateManager partition=__consumer_offsets-17] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-17/00000000000000000051.snapshot,51)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,649] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-17, topic=__consumer_offsets, partition=17, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=51) with 2 segments in 25ms (14/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,652] INFO [Log partition=__consumer_offsets-36, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,653] INFO [Log partition=__consumer_offsets-36, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,661] INFO [Log partition=__consumer_offsets-36, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,665] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-36, topic=__consumer_offsets, partition=36, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 15ms (15/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,668] INFO [Log partition=__consumer_offsets-14, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,668] INFO [Log partition=__consumer_offsets-14, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,676] INFO [Log partition=__consumer_offsets-14, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,678] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-14, topic=__consumer_offsets, partition=14, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 13ms (16/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,682] INFO [Log partition=__consumer_offsets-33, dir=/bitnami/kafka/data] Recovering unflushed segment 19 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,682] INFO [Log partition=__consumer_offsets-33, dir=/bitnami/kafka/data] Loading producer state till offset 19 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,683] INFO [ProducerStateManager partition=__consumer_offsets-33] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-33/00000000000000000019.snapshot,19)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,690] INFO [ProducerStateManager partition=__consumer_offsets-33] Writing producer snapshot at offset 21 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,695] INFO [Log partition=__consumer_offsets-33, dir=/bitnami/kafka/data] Loading producer state till offset 21 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,695] INFO [ProducerStateManager partition=__consumer_offsets-33] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-33/00000000000000000021.snapshot,21)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,699] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-33, topic=__consumer_offsets, partition=33, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=21) with 2 segments in 20ms (17/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,702] INFO [Log partition=__consumer_offsets-49, dir=/bitnami/kafka/data] Recovering unflushed segment 10 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,703] INFO [Log partition=__consumer_offsets-49, dir=/bitnami/kafka/data] Loading producer state till offset 10 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,703] INFO [ProducerStateManager partition=__consumer_offsets-49] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-49/00000000000000000010.snapshot,10)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,711] INFO [ProducerStateManager partition=__consumer_offsets-49] Writing producer snapshot at offset 12 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,716] INFO [Log partition=__consumer_offsets-49, dir=/bitnami/kafka/data] Loading producer state till offset 12 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,717] INFO [ProducerStateManager partition=__consumer_offsets-49] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-49/00000000000000000012.snapshot,12)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,720] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-49, topic=__consumer_offsets, partition=49, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=12) with 2 segments in 22ms (18/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,723] INFO [Log partition=__consumer_offsets-11, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,723] INFO [Log partition=__consumer_offsets-11, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,731] INFO [ProducerStateManager partition=__consumer_offsets-11] Writing producer snapshot at offset 3 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,736] INFO [Log partition=__consumer_offsets-11, dir=/bitnami/kafka/data] Loading producer state till offset 3 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,736] INFO [ProducerStateManager partition=__consumer_offsets-11] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-11/00000000000000000003.snapshot,3)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,739] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-11, topic=__consumer_offsets, partition=11, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=3) with 1 segments in 19ms (19/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,742] INFO [Log partition=__consumer_offsets-30, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,743] INFO [Log partition=__consumer_offsets-30, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,751] INFO [ProducerStateManager partition=__consumer_offsets-30] Writing producer snapshot at offset 3 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,755] INFO [Log partition=__consumer_offsets-30, dir=/bitnami/kafka/data] Loading producer state till offset 3 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,756] INFO [ProducerStateManager partition=__consumer_offsets-30] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-30/00000000000000000003.snapshot,3)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,759] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-30, topic=__consumer_offsets, partition=30, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=3) with 1 segments in 20ms (20/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,762] INFO [Log partition=__consumer_offsets-46, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,763] INFO [Log partition=__consumer_offsets-46, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,768] INFO [Log partition=__consumer_offsets-46, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,771] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-46, topic=__consumer_offsets, partition=46, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 11ms (21/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,774] INFO [Log partition=__consumer_offsets-27, dir=/bitnami/kafka/data] Recovering unflushed segment 16 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,774] INFO [Log partition=__consumer_offsets-27, dir=/bitnami/kafka/data] Loading producer state till offset 16 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,775] INFO [ProducerStateManager partition=__consumer_offsets-27] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-27/00000000000000000016.snapshot,16)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,781] INFO [ProducerStateManager partition=__consumer_offsets-27] Writing producer snapshot at offset 20 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,786] INFO [Log partition=__consumer_offsets-27, dir=/bitnami/kafka/data] Loading producer state till offset 20 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,786] INFO [ProducerStateManager partition=__consumer_offsets-27] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-27/00000000000000000020.snapshot,20)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,789] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-27, topic=__consumer_offsets, partition=27, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=20) with 2 segments in 18ms (22/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,792] INFO [Log partition=__consumer_offsets-8, dir=/bitnami/kafka/data] Recovering unflushed segment 3 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,793] INFO [Log partition=__consumer_offsets-8, dir=/bitnami/kafka/data] Loading producer state till offset 3 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,793] INFO [ProducerStateManager partition=__consumer_offsets-8] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-8/00000000000000000003.snapshot,3)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,800] INFO [ProducerStateManager partition=__consumer_offsets-8] Writing producer snapshot at offset 5 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,805] INFO [Log partition=__consumer_offsets-8, dir=/bitnami/kafka/data] Loading producer state till offset 5 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,805] INFO [ProducerStateManager partition=__consumer_offsets-8] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-8/00000000000000000005.snapshot,5)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,807] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-8, topic=__consumer_offsets, partition=8, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=5) with 2 segments in 18ms (23/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,811] INFO [Log partition=__consumer_offsets-24, dir=/bitnami/kafka/data] Recovering unflushed segment 3 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,811] INFO [Log partition=__consumer_offsets-24, dir=/bitnami/kafka/data] Loading producer state till offset 3 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,812] INFO [ProducerStateManager partition=__consumer_offsets-24] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-24/00000000000000000003.snapshot,3)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,819] INFO [ProducerStateManager partition=__consumer_offsets-24] Writing producer snapshot at offset 5 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,824] INFO [Log partition=__consumer_offsets-24, dir=/bitnami/kafka/data] Loading producer state till offset 5 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,824] INFO [ProducerStateManager partition=__consumer_offsets-24] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-24/00000000000000000005.snapshot,5)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,826] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-24, topic=__consumer_offsets, partition=24, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=5) with 2 segments in 19ms (24/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,829] INFO [Log partition=__consumer_offsets-43, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,829] INFO [Log partition=__consumer_offsets-43, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,835] INFO [Log partition=__consumer_offsets-43, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,837] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-43, topic=__consumer_offsets, partition=43, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 11ms (25/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,840] INFO [Log partition=__consumer_offsets-5, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,841] INFO [Log partition=__consumer_offsets-5, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,849] INFO [ProducerStateManager partition=__consumer_offsets-5] Writing producer snapshot at offset 5 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,853] INFO [Log partition=__consumer_offsets-5, dir=/bitnami/kafka/data] Loading producer state till offset 5 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,853] INFO [ProducerStateManager partition=__consumer_offsets-5] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-5/00000000000000000005.snapshot,5)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,856] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-5, topic=__consumer_offsets, partition=5, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=5) with 1 segments in 18ms (26/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,858] INFO [Log partition=__consumer_offsets-21, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,858] INFO [Log partition=__consumer_offsets-21, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,864] INFO [Log partition=__consumer_offsets-21, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,866] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-21, topic=__consumer_offsets, partition=21, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 10ms (27/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,868] INFO [Log partition=__consumer_offsets-40, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,869] INFO [Log partition=__consumer_offsets-40, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,875] INFO [ProducerStateManager partition=__consumer_offsets-40] Writing producer snapshot at offset 3 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,879] INFO [Log partition=__consumer_offsets-40, dir=/bitnami/kafka/data] Loading producer state till offset 3 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,880] INFO [ProducerStateManager partition=__consumer_offsets-40] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-40/00000000000000000003.snapshot,3)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,882] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-40, topic=__consumer_offsets, partition=40, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=3) with 1 segments in 15ms (28/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,885] INFO [Log partition=__consumer_offsets-2, dir=/bitnami/kafka/data] Recovering unflushed segment 19 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,886] INFO [Log partition=__consumer_offsets-2, dir=/bitnami/kafka/data] Loading producer state till offset 19 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,886] INFO [ProducerStateManager partition=__consumer_offsets-2] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-2/00000000000000000019.snapshot,19)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,893] INFO [ProducerStateManager partition=__consumer_offsets-2] Writing producer snapshot at offset 23 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,897] INFO [Log partition=__consumer_offsets-2, dir=/bitnami/kafka/data] Loading producer state till offset 23 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,898] INFO [ProducerStateManager partition=__consumer_offsets-2] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-2/00000000000000000023.snapshot,23)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,900] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-2, topic=__consumer_offsets, partition=2, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=23) with 2 segments in 17ms (29/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,902] INFO [Log partition=__consumer_offsets-37, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,902] INFO [Log partition=__consumer_offsets-37, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,909] INFO [Log partition=__consumer_offsets-37, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,911] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-37, topic=__consumer_offsets, partition=37, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 10ms (30/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,913] INFO [Log partition=__consumer_offsets-18, dir=/bitnami/kafka/data] Recovering unflushed segment 16 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,914] INFO [Log partition=__consumer_offsets-18, dir=/bitnami/kafka/data] Loading producer state till offset 16 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,914] INFO [ProducerStateManager partition=__consumer_offsets-18] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-18/00000000000000000016.snapshot,16)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,921] INFO [ProducerStateManager partition=__consumer_offsets-18] Writing producer snapshot at offset 18 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,926] INFO [Log partition=__consumer_offsets-18, dir=/bitnami/kafka/data] Loading producer state till offset 18 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,926] INFO [ProducerStateManager partition=__consumer_offsets-18] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-18/00000000000000000018.snapshot,18)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,928] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-18, topic=__consumer_offsets, partition=18, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=18) with 2 segments in 18ms (31/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,931] INFO [Log partition=__consumer_offsets-34, dir=/bitnami/kafka/data] Recovering unflushed segment 6 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,932] INFO [Log partition=__consumer_offsets-34, dir=/bitnami/kafka/data] Loading producer state till offset 6 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,932] INFO [ProducerStateManager partition=__consumer_offsets-34] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-34/00000000000000000006.snapshot,6)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,940] INFO [ProducerStateManager partition=__consumer_offsets-34] Writing producer snapshot at offset 8 (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,945] INFO [Log partition=__consumer_offsets-34, dir=/bitnami/kafka/data] Loading producer state till offset 8 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,945] INFO [ProducerStateManager partition=__consumer_offsets-34] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-34/00000000000000000008.snapshot,8)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,948] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-34, topic=__consumer_offsets, partition=34, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=8) with 2 segments in 19ms (32/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,950] INFO [Log partition=__consumer_offsets-15, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,951] INFO [Log partition=__consumer_offsets-15, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,957] INFO [Log partition=__consumer_offsets-15, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,959] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-15, topic=__consumer_offsets, partition=15, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 10ms (33/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,962] INFO [Log partition=__consumer_offsets-12, dir=/bitnami/kafka/data] Recovering unflushed segment 0 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,962] INFO [Log partition=__consumer_offsets-12, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,968] INFO [Log partition=__consumer_offsets-12, dir=/bitnami/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,969] INFO Completed load of Log(dir=/bitnami/kafka/data/__consumer_offsets-12, topic=__consumer_offsets, partition=12, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments in 10ms (34/51 loaded in /bitnami/kafka/data) (kafka.log.LogManager)
[36mkafka        |[0m [2021-09-12 14:47:41,973] INFO [Log partition=__consumer_offsets-31, dir=/bitnami/kafka/data] Recovering unflushed segment 4 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,974] INFO [Log partition=__consumer_offsets-31, dir=/bitnami/kafka/data] Loading producer state till offset 4 with message format version 2 (kafka.log.Log)
[36mkafka        |[0m [2021-09-12 14:47:41,974] INFO [ProducerStateManager partition=__consumer_offsets-31] Loading producer state from snapshot file 'SnapshotFile(/bitnami/kafka/data/__consumer_offsets-31/00000000000000000004.snapshot,4)' (kafka.log.ProducerStateManager)
[36mkafka        |[0m [2021-09-12 14:47:41,983] INFO [ProducerStateManager partition=__consumer_offsets-31] Writing producer snapshot at offset 6 (kafka.log.ProducerStateManager)
